OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
"1","2007",CA,CCO,LAC,OCTOBER,"00246393",2007/10/21 00:00:00,2007/10/23 00:00:00,"14",,,25.7367134094238,"8","1","00233414",1902.4390512932,104152.781054466
"2","2007",CA,CCO,LAC,MAGIC,"00233077",2007/10/22 00:00:00,2007/10/25 00:00:00,"14",,,2824.87719726562,"8","1","00233077",20407.9656622567,11431872.5100921
"3","2007",CA,USF,ANF,RANCH,"00000166",2007/10/20 00:00:00,2007/11/15 00:00:00,"2",,54716,58410.3359375,"7","1","00000166",169150.715690138,236378245.16902
"4","2007",CA,CCO,LAC,EMMA,"00201384",2007/09/11 00:00:00,2007/09/11 00:00:00,"14",,,172.214950561523,"8","1","00201384",6117.77708615572,696929.169753288
"5","2007",CA,CCO,LAC,CORRAL,"00259483",2007/11/24 00:00:00,2007/11/27 00:00:00,"14",,,4707.9970703125,"8","1","00259483",22907.1821739912,19052588.5082272
"6","2007",CA,CCO,LAC,GORMAN,"00109398",2007/05/19 00:00:00,2007/05/22 00:00:00,"14",,,2373.84497070312,"8","1","00109398",19693.2088221895,9606609.35199816
"7","2007",CA,CCO,LAC,WEST,"00148311",2007/07/07 00:00:00,2007/07/08 00:00:00,"14",,,245.233963012695,"8","1","00148311",5881.59045421812,992426.638872278
"8","2007",CA,CCO,LAC,PEARBLOSSOM,"00177427",2007/08/13 00:00:00,2007/08/14 00:00:00,"14",,,81.0335006713867,"8","1","00177427",4123.60776066209,327930.933578308
"9","2007",CA,CCO,LAC,SKYLINE,"00183643",2007/08/21 00:00:00,2007/08/23 00:00:00,"14",,,95.4185562133789,"8","1","00183643",3590.08716263554,386145.195977632
"10","2007",CA,CCO,LAC,SESNON,"00231876",2007/10/21 00:00:00,2007/10/21 00:00:00,"14",,,30.3014183044434,"8","1","00231876",1675.72825031691,122625.490133596
"11","2007",CA,CCO,LAC,SOLEDAD,"00233414",2007/10/22 00:00:00,2007/10/23 00:00:00,"14",,,44.1677703857422,"8","1","00233414",2054.3523122711,178740.620699354
"12","2007",CA,CCO,LAC,Y,"00233912",2007/10/23 00:00:00,,"14",,,22.4917297363281,,"1","00233912",1661.0259250996,91020.7999436423
"13","2007",CA,CDF,MVU,ANGEL 3,"00009233",2007/09/15 00:00:00,2007/09/25 00:00:00,"4", ,837,832.126525878906,"7","1","00000000",17923.8461798703,3367496.61342472
"14","2007",CA,CDF,MVU,BANNER,"00006310",2007/07/01 00:00:00,2007/07/03 00:00:00,"14",,,95.1512603759766,"7","1","00000000",3492.89109333815,385063.478906282
"15","2007",CA,CDF,HUU,CHAMBERS,"00003235",2007/07/27 00:00:00,2007/07/29 00:00:00,"7",,55,54.6963577270508,"2","1","00000000",3032.16069290071,221348.302921848
"16","2007",CA,CDF,HUU,BROWN,"00002877",2007/07/08 00:00:00,2007/07/08 00:00:00,"2",,20,18.7317733764648,"2","1","00000000",1469.31244722598,75804.7998026628
"17","2007",CA,CDF,HUU,DRIFTWOOD,"00004908",2007/10/25 00:00:00,2007/11/05 00:00:00,"14",,70,52.9729537963867,"1","1","00000000",4353.27129529316,214373.935629802
"18","2007",CA,CDF,HUU,CAPPEL,"00004049",2007/09/05 00:00:00,2007/09/11 00:00:00,"14",,20,12.8941459655762,"1","1","00000000",1604.37552847899,52180.757491473
"19","2007",CA,CCO,KRN,MOUNTAIN,"00717959",2007/07/19 00:00:00,2007/07/19 00:00:00,"14",,840.56,840.558288574219,"1","1","00717959",10229.1152259677,3401618.78078835
"20","2007",CA,CCO,KRN,WHITE,"00018055",2007/06/24 00:00:00,2007/06/29 00:00:00,"2",,12432.15,12432.16015625,"7","1","00718055",42225.3116657647,50311168.4686577
"21","2007",CA,USF,KRN,WOFFORD,"00000000",2007/05/09 00:00:00,2007/05/13 00:00:00,"9", ,567,567.456604003906,"2","1","0713610",7154.99834958985,2296415.40117854
"22","2007",CA,CCO,LAC,PEARBLOSSOM,"00080271",2007/04/12 00:00:00,2007/04/13 00:00:00,"14",,77,77.8027725219727,"8","1","00080271",5171.84818244885,314856.650064661
"23","2007",CA,CCO,LAC,ISLAND,"00102481",2007/05/10 00:00:00,2007/05/17 00:00:00,"14",,4750,4722.9658203125,"8","1","00102481",30713.9036968778,19113165.5467755
"24","2007",CA,CCO,LAC,CANYON,"00148415",2007/07/07 00:00:00,,"14",,743,743.479919433594,,"1","00148415",12308.8669532033,3008756.59234069
"25","2007",CA,CCO,LAC,FAIRMONT,"00193853",2007/09/01 00:00:00,2007/09/08 00:00:00,"14",,211,211.621948242188,"8","1","00193853",4739.28524493179,856403.615350964
"26","2007",CA,CDF,FKU,AUBERRY,"00009400",2007/08/28 00:00:00,2007/09/03 00:00:00,"10",,150,150.936065673828,"2","1","00009400",3302.73528655313,610816.557678597
"27","2007",CA,CDF,FKU,GATOS,"00009688",2007/09/02 00:00:00,2007/09/05 00:00:00,"1",,100,83.0522003173828,"2","1","00009688",2298.98836595739,336100.326571061
"28","2007",CA,LRA,MVU,CORONADO HILLS,"00010492",2007/10/22 00:00:00,,"14",,,58.7947463989258,"3","1","00000000",1800.91840945851,237933.901236151
"29","2007",CA,CCO,LAC,MEADOW RIDGE,"00233523",2007/10/23 00:00:00,2007/10/25 00:00:00,"14",,,39.1084671020508,"8","1","00233523",3372.74965795864,158266.356219012
"30","2007",CA,CDF,MMU,HIGHWAY 41/ RD 209 3,"00005998",2007/05/20 00:00:00,,"14",,,329.080932617188,"6","1","00000000",5371.20450517997,1331743.23131215
"31","2007",CA,BLM,MVU,BORDER #34,"00009128",2007/09/12 00:00:00,2007/09/16 00:00:00,"14",,,109.224609375,"6","1","00000000",3036.53767714282,442016.323651099
"32","2007",CA,LRA,MVU,78 #4,"00006655",2007/07/09 00:00:00,2007/07/10 00:00:00,"10",,70,99.9742202758789,"6","1","00000000",3524.30684243789,404581.301205116
"33","2007",CA,CDF,MVU,BORDER #25,"00006524",2007/07/06 00:00:00,2007/07/07 00:00:00,"4",,50,136.209930419922,"6","1","00000000",3660.2365387801,551222.055071849
"34","2007",CA,CDF,MVU,VUELTA,"00005764",2007/06/16 00:00:00,2007/06/18 00:00:00,"14",,120,214.813354492188,"6","1","00000000",6221.77084686383,869318.83221431
"35","2007",CA,CDF,LMU,WILLOW,"00003020",2007/07/06 00:00:00,2007/07/17 00:00:00,"1",Timber,75,73.3600082397461,"1","2","00000000",3120.04984780131,296877.424841904
"36","2007",CA,CDF,LMU,LOOKOUT,"00004945",2007/10/02 00:00:00,2007/10/03 00:00:00,"5",Grass and Brush Mix,64,64.5118103027344,"1","1","00000000",3350.44808422162,261070.049143409
"37","2007",CA,CDF,LMU,PINE,"00002692",2007/06/23 00:00:00,2007/07/29 00:00:00,"5",Grass and Brush Mix,314,481.780029296875,"1","1","00000000",5880.53993733071,1949694.61955041
"38","2007",CA,CDF,LMU,ISLAND,"00002269",2007/06/01 00:00:00,2007/06/04 00:00:00,"1","Grass and sagebrush, outside of SRA.",518,517.562927246094,"1","1","00000000",7971.95349516488,2094502.87930345
"39","2007",CA,CDF,LNU,HWY 128,"00005933",2007/08/14 00:00:00,2007/08/15 00:00:00,"14",,368,508.351104736328,"6","1","00000000",6142.00176322882,2057223.92948423
"40","2007",CA,CDF,LNU,PEAK,"00004843",2007/07/11 00:00:00,2007/07/11 00:00:00,"2",,60,46.3219909667969,"5","1","00000000",2689.41362950928,187458.452504713
"41","2007",CA,CDF,LNU,MOUNTAIN,"00004247",2007/06/24 00:00:00,2007/06/27 00:00:00,"14",,45,49.2782363891602,"7","1","00000000",1815.51001916429,199421.942833482
"42","2007",CA,CDF,LNU,SPRUCE,"00004982",2007/07/15 00:00:00,2007/07/15 00:00:00,"11",,,129.011093139648,"5","1","00000000",4042.51437267613,522089.376489864
"43","2007",CA,CDF,LNU,BRAYE,"00003042",2007/05/18 00:00:00,2007/05/22 00:00:00,"14",,450,636.530212402344,"6","1","00000000",7055.14105290655,2575946.26060572
"44","2007",CA,CDF,LNU,ROBINSON,"00005400",2007/07/28 00:00:00,2007/07/30 00:00:00,"7",Started on Robinson Rancheria,128,121.548217773438,"1","1","00000000",4377.86846340335,491888.19633603
"45","2007",CA,CDF,LNU,WEST,"00005195",2007/07/22 00:00:00,2007/07/22 00:00:00,"10",,40,36.9946098327637,"6","1","00000000",2128.27975800986,149711.866976831
"46","2007",CA,LRA,LAC,GRIFFITH PARK,"00000000",2007/05/08 00:00:00,,"3",NPS from BARC imagery and air photo interp. Presumed accuracy 30m,,747.898376464844,"7","1","00000002",12410.5784528132,3026637.43768651
"47","2007",CA,LRA,LAC,BARHAM,"00000000",2007/03/30 00:00:00,2007/03/31 00:00:00,"8","NPS from BARC, air photo interp. Presumed accuracy 30m. Suppress by LA City?",,224.32763671875,"7","1","00000001",5068.36084039532,907821.717689327
"48","2007",CA,CCO,VNC,SMALL HIGHWAY,"00000000",2007/06/08 00:00:00,2007/06/08 00:00:00,"10","NPS by ground GPS, presumed cause = automobile, suppressed by VTA Co?",,0.132265999913216,"1","1","00000002",113.154902806083,535.261487792686
"49","2007",CA,CCO,VNC,RABBIT HILL,"00000000",2007/10/21 00:00:00,2007/10/21 00:00:00,"14",VTACO prob suppress. NPS map by recon & airpic interp. Cause unkn. Accuracy 15m,,16.8409633636475,"7","1","00000003",993.489282239056,68152.9643601658
"50","2007",CA,CCO,VNC,ROADSIDE,"00000000",2007/04/30 00:00:00,2007/04/30 00:00:00,"9","VTACO prob suppress.  NPS map ground GPS, in threat zone, accuracy 10m",,0.32058396935463,"1","1","00000001",196.323416449846,1297.35735401187
"51","2007",CA,CCO,VNC,DEER RIDGE,"00000239",2007/04/01 00:00:00,2007/04/01 00:00:00,"9","By NPS LE (ground GPS?), presumed accuracy 30m. cause unkn, presumed human",0.3,0.308961540460587,"7","1","00000239",125.50716180727,1250.32300198572
"52","2007",CA,CCO,LAC,TRIUNFO,"00000313",2007/05/09 00:00:00,2007/05/09 00:00:00,"9","NPS from unkn source. Presumed accuracy 30m, cause unkn, presumed human",0.2,0.308980941772461,"8","1","00000313",125.511117474601,1250.40152545198
"53","2007",CA,CCO,ORC,241 (HAYSTACK),"00000000",2007/05/26 00:00:00,,"10", ,,0.238220185041428,,"1","00000000",533.423036252121,964.04288417462
"54","2007",CA,CCO,ORC,PIONEER,"00000000",2007/05/26 00:00:00,,"8", ,,0.338818043470383,,"1","00034237",192.416166983973,1371.14802915154
"55","2007",CA,CCO,ORC,FREEMONT/IRVINE LAKE,"00000000",2007/06/22 00:00:00,,"16", ,,9.4887638092041,,"1","00039619",1121.61834127195,38399.6652506373
"56","2007",CA,CCO,ORC,ANTONIO,"00000000",2007/06/25 00:00:00,,"11", ,,0.879535853862762,,"1","07040974",238.572471257219,3559.35526581748
"57","2007",CA,CCO,ORC,FREEWAY INCIDENT,"00000000",2007/09/18 00:00:00,,"8", ,,2.45462560653687,,"1","00060896",763.708799386806,9933.51748072204
"58","2007",CA,CCO,ORC,CROWN VALLEY,"00000000",2007/07/13 00:00:00,,"8", ,,22.8726654052734,,"1","07045332",1886.90016025418,92562.3931897229
"59","2007",CA,CCO,ORC,261 INCIDENT,"00000000",2007/07/27 00:00:00,,"10", ,,89.767936706543,,"1","07048570",2815.55181952511,363277.963581198
"60","2007",CA,CDF,RRU,ROCA,"00091948",2007/10/21 00:00:00,2007/10/21 00:00:00,"11",,256,270.026519775391,"7","1","00000000",5652.82777082253,1092758.51851818
"61","2007",CA,CCO,SBC,CEMETERY,"00006785",2007/08/20 00:00:00,2007/08/23 00:00:00,"8",Children playing with fire,490,501.578674316406,"7","1","00006785",7608.32231140417,2029816.89828421
"62","2007",CA,CCO,SBC,MARIPOSA,"00007295",2007/09/03 00:00:00,2007/09/04 00:00:00,"11",,187,188.254623413086,"7","1","00007295",4578.86400110899,761839.417985837
"63","2007",CA,CCO,SBC,SEDGWICK,"00008758",2007/10/21 00:00:00,2007/10/23 00:00:00,"11",CA-LPF-001783,710,808.829223632812,"7","1","00008758",8061.13235199976,3273215.65356712
"64","2007",CA,LRA,LAC,GRIFFITH PARK,"00000000",2007/08/14 00:00:00,2007/08/14 00:00:00,"14","perim = 5ac circle, by NPS, from oblique air photo. Cause unknown",,4.96196937561035,"5","1","00000003",502.544619256715,20080.3771908111
"65","2007",CA,CCO,LAC,AGOURA,"00000420",2007/06/21 00:00:00,2007/06/21 00:00:00,"9","NPS by ground GPS. Accuracy 20m. cause = ukn, presumed human",0.8,0.80840140581131,"1","1","00000420",324.591819672568,3271.48452751932
"66","2007",CA,CCO,LAC,KANAN,"00000457",2007/07/03 00:00:00,2007/07/03 00:00:00,"2",NPS by ground GPS. Accuracy 20m. presumed cause = weed abatement,0.5,0.51394385099411,"1","1","00000457",202.524944541181,2079.85701074183
"67","2007",CA,CCO,LAC,FLORES,"00000535",2007/08/05 00:00:00,2007/08/05 00:00:00,"10","NPS by ground GPS. Cause = vehicle fire, accuracy 10m",0.1,0.093504287302494,"1","1","00000535",69.0450443091512,378.398439466099
"68","2007",CA,CCO,LAC,AGOURA 2,"00000677",2007/10/07 00:00:00,2007/10/07 00:00:00,"7","NPS by ground GPS. arson suspected, accuracy 20m",2,2.01441216468811,"1","1","00000677",320.272635716511,8152.03711221463
"69","2007",CA,CCO,LAC,VIRGENES,"00000717",2007/11/03 00:00:00,2007/11/03 00:00:00,"9","Cause unkn, presumed human, NPS by driveby recon, presumed accuracy 90m",0.1,0.0167804732918739,"7","1","00000717",29.2499829152065,67.9081649878868
"70","2007",CA,LRA,RRU,RIVER,"00037425",2007/04/28 00:00:00,2007/04/28 00:00:00,"14",,488,158.041610717773,"7","1","00000000",5723.41174726922,639571.677491727
"71","2007",CA,CDF,RRU,ROSA,"00092560",2007/10/22 00:00:00,2007/10/22 00:00:00,"14",,200,409.634552001953,"7","1","00000000",8714.26027475536,1657732.27884382
"72","2007",CA,CCO,ORC,LAGUNA CANYON,"00000000",2007/03/08 00:00:00,2007/03/08 00:00:00,"3", ,,2.84257340431213,"8","1","00000000",585.384835909491,11503.4867634445
"73","2007",CA,CCO,ORC,241 INCIDENT,"00000000",2007/03/11 00:00:00,2007/03/13 00:00:00,"7", ,,1618.07922363281,"7","1","07016557",17664.2166228911,6548134.43680477
"74","2007",CA,CCO,ORC,,"00000000",2007/01/07 00:00:00,2007/01/07 00:00:00,"8", ,,14.8033580780029,"8","1","00000000",1667.95691854779,59907.065201896
"75","2007",CA,CCO,ORC,ROSE,"00000000",2007/04/12 00:00:00,2007/04/12 00:00:00,"11", ,2.5,8.33595561981201,"8","1","00024073",1221.36777278356,33734.4151009108
"76","2007",CA,CDF,AEU,BAYNE,"00011527",2007/07/01 00:00:00,2007/07/01 00:00:00,"7",,126,125.960571289062,"1","1","00000000",3807.51253809074,509744.361029142
"77","2007",CA,CDF,AEU,PLACERVILLE,"00010561",2007/06/18 00:00:00,2007/06/18 00:00:00,"14",,1.2,0.981788158416748,"6","1","00000000",242.142276949559,3973.15581271791
"78","2007",CA,DOD,MCP,AMMO,"00000000",2007/10/23 00:00:00,2007/11/01 00:00:00,"14",,21084,21493.908203125,"8","1","00001111",55925.9944745108,86982761.4227948
"79","2007",CA,CDF,BDU,RED STAR,"00000287",2007/01/07 00:00:00,2007/01/07 00:00:00,"14",CAL FIRE Wildland Contract area.,209,208.714447021484,"1","1","00000000",7933.45796378879,844637.392510662
"80","2007",CA,USF,KNF,BACK,"00000034",2007/07/06 00:00:00,2007/07/14 00:00:00,"1",Part of the China-Back Complex,28,28.2099418640137,"8","1","00000034",2520.28903168496,114161.587220468
"81","2007",CA,USF,KNF,CHINA,"00000043",2007/07/10 00:00:00,2007/08/18 00:00:00,"1",Part of the China-Back Complex,2906,2939.36328125,"7","1","00000043",19665.1733978482,11895181.0896809
"82","2007",CA,USF,KNF,SKY,"00000033",2007/07/10 00:00:00,2007/07/15 00:00:00,"1", ,22,21.53662109375,"6","1","00000033",1168.99909842765,87155.6117050588
"83","2007",CA,USF,BDF,BUTLER,"00000138",2007/09/01 00:00:00,2007/09/05 00:00:00,"1",,85,87.5025787353516,"5","1","00000138",2332.15423077546,354110.35848055
"84","2007",CA,USF,KNF,DOGWOOD,"00000068",2007/08/29 00:00:00,2007/09/04 00:00:00,"1", ,12,12.9259176254272,"6","1","00000068",1065.06421536203,52309.3311441566
"85","2007",CA,USF,BDF,ELLIOT,"00000140",2007/09/01 00:00:00,2007/09/03 00:00:00,"1", ,15,18.190486907959,"6","1","00000140",1396.65067178403,73614.2865039093
"86","2007",CA,USF,BDF,DEVORE,"00000095",2007/08/04 00:00:00,2007/08/04 00:00:00,"2", ,10,14.0003385543823,"6","1","00000095",965.951508948397,56657.3617107522
"87","2007",CA,USF,BDF,SAND,"00000093",2007/08/02 00:00:00,2007/08/05 00:00:00,"5", ,100,108.178764343262,"6","1","00000093",3267.95361450036,437783.937199592
"88","2007",CA,USF,BDF,BLUECUT,"00000077",2007/07/13 00:00:00,2007/07/13 00:00:00,"2", ,25,24.7784175872803,"8","1","00000077",1447.9616472258,100274.697106578
"89","2007",CA,USF,MDF,ROCK BSFMU A6,"00000022",2007/07/06 00:00:00,2007/07/25 00:00:00,"1", ,268,267.275177001953,"1","1","00000022",6268.03363471335,1081624.32709313
"90","2007",CA,USF,INF,SAGE,"00000015",2007/07/06 00:00:00,2007/07/11 00:00:00,"1",Part of the Inyo Complex,6460,6462.6201171875,"2","1","00000015",38003.2265272302,26153295.7939306
"91","2007",CA,CDF,ORC,SANTIAGO,"00000085",2007/10/21 00:00:00,2007/11/08 00:00:00,"9",,28476,28429.98046875,"3","1","00000085",86612.2871901814,115052046.15214
"92","2007",CA,USF,INF,SENTINEL,"00000025",2007/07/05 00:00:00,2007/07/14 00:00:00,"1", ,13,12.1658706665039,"1","1","00000025",1304.22052520787,49233.5302321541
"93","2007",CA,USF,INF,SEVEN,"00000023",2007/07/06 00:00:00,2007/07/13 00:00:00,"1",Part of the Inyo Complex,1633,1643.76879882812,"2","1","00000023",11435.1918522398,6652096.30199868
"94","2007",CA,USF,BDF,SLIDE,"00000167",2007/10/22 00:00:00,2007/11/14 00:00:00,"9", ,12759,12769.248046875,"7","1","00000167",74185.9159529054,51675311.5095972
"95","2007",CA,CDF,MVU,RICE,"00010502",2007/10/07 00:00:00,2007/11/05 00:00:00,"9",,,9471.853515625,"3","1","00000000",51738.2247819223,38331231.9355156
"96","2007",CA,BLM,BBD,LARSON,"00000557",2007/06/01 00:00:00,2007/06/11 00:00:00,"1",Hope this works.  If not let me know and will try again.,1080,1075.99938964844,"2","1","00000557",11686.6527069916,4354415.03849431
"97","2007",CA,BLM,NOD,PONDEROSA,"00006532",2007/09/19 00:00:00,2007/09/12 00:00:00,"11",10 of the 15 acres was on BLM land,15,14.6404047012329,"1","1","00006532",1335.68356523059,59247.6169617373
"98","2007",CA,BLM,NOD,TWIN,"00004262",2007/08/31 00:00:00,2007/08/31 00:00:00,"1", ,30.32,30.3083438873291,"1","1","00004262",2055.62525029993,122653.519632351
"99","2007",CA,BLM,BBD,WALKER,"00000622",,2007/04/06 00:00:00,"1", ,793.3,794.1240234375,"1","1","00000622",11111.0891432362,3213705.87037981
"100","2007",CA,BLM,NOD,LAKE,"00006277",2007/09/03 00:00:00,,"9", ,,12.5574398040771,,"1","00006277",1027.68795929673,50818.155943779
"101","2007",CA,BLM,BBD,BROWN,"00001504",2007/07/20 00:00:00,2007/06/23 00:00:00,"9", ,84.7,1430.31726074219,"1","1","00001504",16089.6050922784,5788288.8331196
"102","2007",CA,BLM,BBD,BODFISH,"00001379",2007/06/10 00:00:00,2007/06/11 00:00:00,"14", ,213,213.116195678711,"2","1","00001379",4154.09167106013,862450.67223944
"103","2007",CA,BLM,NOD,DANHAUSER,"00004229",2007/08/30 00:00:00,2007/08/31 00:00:00,"14",,145,145.139739990234,"8","1","00004229",6138.25916994517,587359.711308419
"104","2007",CA,BLM,BBD,SAN BENITO,"00002767",2007/08/18 00:00:00,2007/08/19 00:00:00,"14",,15,16.0366268157959,"8","1","00002767",1531.18670356448,64897.9261763322
"105","2007",CA,BLM,NOD,SCHOTT,"00000285",2007/01/24 00:00:00,2007/01/24 00:00:00,"14",,99,60.5663414001465,"8","1","00000285",2842.13570941151,245103.281782687
"106","2007",CA,CDF,BTU,HONEY,"00005890",2007/05/22 00:00:00,2007/05/28 00:00:00,"11",,726,726.403564453125,"2","1","00000000",12290.9973247959,2939650.87183846
"107","2007",CA,LRA,BTU,HWY 32,"00009279",2007/08/03 00:00:00,2007/08/03 00:00:00,"10",,380,247.546981811523,"1","1","00000000",4421.8703066238,1001787.09842038
"108","2007",CA,CDF,BTU,BANGOR,"00009467",2007/08/07 00:00:00,2007/08/07 00:00:00,"7",,1057,1057.2021484375,"1","1","00000000",12214.7337114639,4278345.19392863
"109","2007",CA,CDF,FKU,PANOCHE,"002844",2007/03/22 00:00:00,2007/03/23 00:00:00,"11",,300,73.7870483398438,"1","1","00002844",2596.85593561555,298605.601418748
"110","2007",CA,CDF,FKU,TAR,"00008730",2007/08/10 00:00:00,2007/08/19 00:00:00,"14", ,5670,5671.0283203125,"2","1","00008730",24980.0604316393,22949836.5789135
"111","2007",CA,USF,STF,BOURLAND,,2007/10/30 00:00:00,,"1","20090305",28,29.3580684661865,"6","2","00000090",1848.91020215316,118807.885898968
"112","2007",CA,USF,SNF,MONO,"00000004",2007/04/05 00:00:00,2007/05/25 00:00:00,"1", ,98,98.0834655761719,"2","1","00000004",5165.60088637819,396929.695897246
"113","2007",CA,USF,PNF,MOONLIGHT,"00000098",2007/09/03 00:00:00,2007/09/25 00:00:00,"2", ,64995,64959.95703125,"7","1","00000098",82138.2623645765,262883613.948089
"114","2007",CA,USF,CNF,MCCOY,"00000086",2007/10/21 00:00:00,2007/10/24 00:00:00,"9",,353,353.139282226562,"1","1","00000086",7933.19502282718,1429103.9905603
"115","2007",CA,CDF,LAC,NORTH,"00000129",2007/09/02 00:00:00,2007/09/02 00:00:00,"1",,2200,2122.34252929688,"8","1","00000129",15780.587963364,8588815.77782602
"116","2007",CA,USF,INF,OAK,"00000022",2007/07/06 00:00:00,2007/07/13 00:00:00,"1",Part of the Inyo Complex,12051,27062.869140625,"2","1","00000022",83818.9894741446,109519543.383013
"117","2007",CA,USF,INF,OHAREL,"00000052",2007/10/29 00:00:00,2007/12/18 00:00:00,"1", CONT_DATE is the Fire Out Date from NIFMID,560,596.915893554688,"1","2","00000052",9833.01352086054,2415632.97951844
"118","2007",CA,USF,CNF,PINE,"00000073",2007/09/12 00:00:00,2007/10/02 00:00:00,"4", ,2170,2111.76806640625,"7","1","00000073",17108.2334194678,8546022.39768294
"119","2007",CA,USF,SRF,PIONEER,"00000017",2007/07/11 00:00:00,2007/07/13 00:00:00,"1", ,25,25.0635032653809,"7","1","00000017",1503.191304916,101428.399607531
"120","2007",CA,CDF,MVU,POOMACHA,"00010643",2007/10/23 00:00:00,2007/12/01 00:00:00,"9",,49390,49410.96875,"7","1","00000087",119199.724712318,199959093.235808
"121","2007",CA,USF,MDF,RATTLESNAKE,"00000038",2007/07/10 00:00:00,2007/07/15 00:00:00,"1", ,14,14.4309339523315,"1","1","00000038",1190.38723613696,58399.9179899646
"122","2007",CA,USF,SQF,RICHBAR,"00000066",2007/10/23 00:00:00,2007/10/23 00:00:00,"9", ,13,13.4325942993164,"6","1","00000066",926.192227101783,54359.7821121206
"123","2007",CA,USF,SQF,RIVER,"00000036",2007/08/01 00:00:00,2007/08/01 00:00:00,"2",,150,149.886734008789,"6","1","00000036",3220.09281668362,606570.077568643
"124","2007",CA,USF,TNF,RALSTON,"00001443",2006/09/05 00:00:00,2007/09/17 00:00:00,"9", ,8422,8421.0439453125,"2","1","00000064",45005.6996715376,34078757.4867931
"125","2007",CA,CDF,MEU,PASS,"00005025",2007/07/10 00:00:00,2007/07/11 00:00:00,"14",,444,444.157135009766,"2","1","00005025",5771.59356130674,1797440.14677488
"126","2007",CA,CDF,NEU,EIGHTY,"00018249",2007/08/22 00:00:00,2007/08/22 00:00:00,"2",,,78.0422973632812,"1","1","00000000",2885.52143303556,315825.982030437
"127","2007",CA,LRA,NEU,ATHENS,"00016528",2007/08/02 00:00:00,2007/08/02 00:00:00,"10",,,15.1861085891724,"1","1","00000000",1272.97319277971,61456.0025215802
"128","2007",CA,LRA,NEU,WEST BUTTE,"00016014",2007/07/27 00:00:00,2007/07/27 00:00:00,"14","LRA adj to Sutter Buttes, CDF aircraft used",,83.3137512207031,"1","1","00000000",3193.02856626809,337158.798175737
"129","2007",CA,LRA,NEU,PEACE VALLEY,"00020787",2007/09/21 00:00:00,2007/09/22 00:00:00,"1","LRA in Sutter Buttes, Burned State Park lands",,282.393737792969,"1","1","00000000",5538.36385602332,1142806.91978709
"130","2007",CA,CDF,NEU,CROSBY,"00010759",2007/05/28 00:00:00,2007/05/28 00:00:00,"1",,,20.3093566894531,"1","1","00000000",1633.61651187141,82189.0490470827
"131","2007",CA,LRA,NEU,FIDDYMENT,"00011118",2007/06/01 00:00:00,2007/06/01 00:00:00,"8",,,62.6340599060059,"1","1","00000000",2700.31676327997,253471.043812802
"132","2007",CA,CDF,NEU,WILSON,"00007290",2007/04/09 00:00:00,2007/04/09 00:00:00,"5",,,13.7532720565796,"1","1","00000000",1870.9079041799,55657.5157701606
"133","2007",CA,CDF,NEU,SMARTVILLE,"00013538",2007/06/29 00:00:00,2007/06/29 00:00:00,"1",,,197.490646362305,"1","1","00000000",6821.98221194204,799216.290404714
"134","2007",CA,CDF,NEU,SIXTY-FIVE,"00015674",2007/07/23 00:00:00,2007/07/23 00:00:00,"14",,,29.6079635620117,"1","1","00000000",1424.06206702242,119819.179031852
"135","2007",CA,CDF,NEU,SIXTY-FIVE 2,"00020203",2007/09/14 00:00:00,2007/09/14 00:00:00,"14",,,30.9279384613037,"1","1","00000000",1523.98035542572,125160.92928928
"136","2007",CA,CDF,RRU,COLINA,"00079386",2007/09/10 00:00:00,2007/09/10 00:00:00,"14",,388,374.446594238281,"7","1","00000000",7100.88482387128,1515331.58961138
"137","2007",CA,CDF,RRU,LAGUNA,"00080051",2007/09/12 00:00:00,2007/09/12 00:00:00,"14",,12,12.4393472671509,"7","1","00000000",1234.30104581329,50340.2511371034
"138","2007",CA,LRA,RRU,POLK,"00041579",2007/05/10 00:00:00,2007/05/10 00:00:00,"14",,56,84.7937622070312,"7","1","00000000",3700.127160272,343148.174668699
"139","2007",CA,CDF,RRU,MOCKINGBIRD,"00001600",2007/10/05 00:00:00,2007/10/05 00:00:00,"14",,671,737.271545410156,"7","1","00000000",8624.16121019187,2983632.1455307
"140","2007",CA,CDF,NEU,PETERSON,"00014260",2007/07/06 00:00:00,2007/07/06 00:00:00,"7",,,14.4764547348022,"1","1","00000000",1326.37004679298,58584.1341300583
"141","2007",CA,CDF,NEU,JASPER,"00021576",2007/10/02 00:00:00,2007/10/02 00:00:00,"2",,,85.6582641601562,"1","1","00000000",2826.75190362453,346646.704652282
"142","2007",CA,CDF,NEU,MOONEY,"00018335",2007/08/23 00:00:00,2007/08/23 00:00:00,"14",,,49.3754425048828,"1","1","00000000",2322.11506351114,199815.329332816
"143","2007",CA,CDF,NEU,NADER,"00016198",2007/07/29 00:00:00,2007/07/29 00:00:00,"14",,,16.2715473175049,"1","1","00000000",1550.05242319558,65848.619407683
"144","2007",CA,USF,LNF,COLBY,"00000037",2007/08/10 00:00:00,2007/08/19 00:00:00,"7", ,168,253.650283813477,"1","1","00000037",5928.58843404624,1026486.28578242
